"CBCD","area_CB","popdens_CB","povrate_CB","unemp_CB","busdens_CB","subdens_CB","intdens_CB","nonres_CB","resid_CB","landind_CB","ptrans_CB","pwalk_CB","propoa_CB","propnonw_CB","offpcap_CB"
307,106256419.701599,11832.4014356752,NA,NA,14.851191845414,3.14097760845838,52.4457803950216,0.38031707701336,0.619682923077046,0.942703991694936,NA,NA,NA,NA,0.015888098
308,43280930.58345,21674.2811191765,0.276294022768699,0.152387081358137,38.6974139948854,1.72568303311701,60.07796415318,0.350025754143799,0.649974246070089,0.910030902062833,0.703816126888754,0.0625575217490477,0.0939802316780261,0.909267080614637,0.028443874452712
309,45360513.62515,24576.0719501264,NA,NA,29.3514407418457,5.41199766140004,60.6520076918131,0.244120580855317,0.755879419250737,0.738102891215621,NA,NA,NA,NA,0.0304108975628041
310,109225023.645902,11912.1785110329,NA,NA,26.0417622366198,1.37662265145376,59.7006735315681,0.223049879678479,0.776950120420414,0.693194523196472,NA,NA,NA,NA,0.014589612
311,97067241.670404,19172.5862562139,0.196764145135682,0.0716604917148365,22.1869447085607,4.31403799291916,68.977370648301,0.215888967439632,0.784111032623388,0.677123684566689,0.554612795778862,0.0700825789147115,0.170876656331859,0.30759679388086,0.0149847818472823
312,103324351.77028,20467.1313929272,0.285327193419012,0.0753526104912599,21.4155496940308,4.25985054034891,63.9713120203324,0.308010854308217,0.69198914582586,0.852560671540226,0.448305576996213,0.171787128236281,0.127985284804776,0.307381453098721,0.0128507153689499
313,97021128.562973,12350.1233161028,0.286353899858362,0.114611692855326,21.2975855407115,2.69100472126265,74.8903915766042,0.32199888347648,0.67800111660399,0.87326240995093,0.550173854730644,0.0973373123537862,0.210044643462994,0.363916289134573,0.0216008179906282
314,81064346.142675,23316.5328362658,0.233847059709298,0.111985395672463,24.1628102314327,2.89535880189759,69.8538539685651,0.23400206964856,0.765997930534815,0.716980403804783,0.607226367578322,0.0634876592503224,0.102180529614231,0.628323432369338,0.0265271434773996
315,125603145.52317,13286.8276071689,0.172097003152927,0.0682822364932203,22.1732398725237,1.35791483079434,83.2389756273119,0.240231108629154,0.759768891417411,0.730080492207077,0.480102231939939,0.0705633747766727,0.178875344495371,0.212773680414398,0.022735344
316,50259021.07992,18639.3590883779,0.425232118825991,0.242122602128247,37.9372615927084,5.20887848468211,95.7346739260395,0.348507588562158,0.651492411580699,0.908200196933857,0.65448722578808,0.0839391158441287,0.0746389403961207,0.953592214934211,0.030442391
317,92787135.29471,19245.7555730068,NA,NA,27.8546660600193,1.5076695257741,81.4228840257853,0.271109998213378,0.728890001893504,0.790437468132767,NA,NA,NA,NA,0.0238238708986719
318,253576221.49433,8365.16653485286,NA,NA,15.9921540433268,0.129976041690625,57.4888195118043,0.225235954793499,0.774764045287671,0.698018877668619,NA,NA,NA,NA,0.0226130109953282
401,168351139.066746,13386.3623070066,NA,NA,0.971479244106889,2.47254787118569,56.8839514245284,NA,NA,NA,NA,NA,NA,NA,0.016933949
402,149040661.002845,7930.40959091488,NA,NA,6.32722583064013,4.47406200990748,69.0031713555426,0.472080801179965,0.527919198882735,0.996882073334985,NA,NA,NA,NA,0.024062914
403,81045877.29307,23774.5314762364,0.193722555719325,0.0991452738960643,5.70024873315843,1.47917238484286,87.3172220258235,0.279630123964312,0.720369876176137,0.805748470696455,0.590241216383816,0.0696175778466861,0.102680479628141,0.577045092433767,0.0192606601610817
404,61937552.89791,27155.498001194,0.191092221078452,0.0951699141467812,13.7653939868193,4.71965203434957,108.648195380657,0.301181929841002,0.698818070257268,0.841885499756705,0.62381791999594,0.0747297142243889,0.086447778596609,0.676470575297725,0.0158258930364476
405,204237847.765304,8797.88153156528,NA,NA,14.5246452614554,0.756050492424901,74.0572435343576,0.289255184696347,0.710744815381305,0.822346491159599,NA,NA,NA,NA,0.018283384
406,79964240.35607,15281.0973852757,0.111656368175763,0.0527526326772706,4.31660192538965,2.93289772976012,99.995104157594,0.20222261207183,0.797777388025618,0.645314508722562,0.584845280824419,0.0547988577242593,0.184956207992776,0.306334822397426,0.018003562
407,322959365.92426,8205.93564943194,NA,NA,15.7125811376306,0.331821817658751,69.7722471047561,NA,NA,NA,NA,NA,NA,NA,0.016660511
408,209309401.07086,7609.16758287433,NA,NA,12.1112585587309,0.893101967332222,72.2028938294,0.244714511286636,0.755285488713364,0.739317277009516,NA,NA,NA,NA,NA
409,108359358.53325,14282.9878830685,0.147347240532874,0.0826266375590517,13.5962026418816,2.66157839054793,95.6574551270892,0.27357699223937,0.726423007902859,0.794930485968887,0.507207903716993,0.0494091224579502,0.0917974838713809,0.569153367157139,0.0222356552442175
410,179186047.46483,7644.95795232149,0.114680418251563,0.0708786339346757,0.127979980419473,1.64528080546981,69.3857713914023,0.230804764424772,0.769195235583416,0.710135700556756,0.399192631456477,0.0329045202441916,0.116137224811397,0.574200688454657,0.0223453547065509
411,254257113.73376,4886.05575740735,NA,NA,14.1976731598098,0,76.3875248879678,NA,NA,NA,NA,NA,NA,NA,0.0138883114927026
412,260106182.87189,9156.24914767586,NA,NA,17.6653818077278,1.12024906045811,95.1718387501301,0.270251905198529,0.729748094921489,0.788863251519786,NA,NA,NA,NA,0.0280832149766266
413,347539635.48018,6012.73574605357,0.0736886101777954,0.0722025100941283,13.7370852694614,0,85.8879675797309,0.224429878786997,0.775570121235892,0.696244433128143,0.33408967340399,0.0225912385080174,0.12078560911644,0.774568371757982,0.015189288
414,168930229.30764,6517.75304052979,0.231493652094422,0.133455337566976,0,2.33933502059606,80.4531963299792,0.211416171179822,0.788583829123541,0.666877494273581,0.399534767124235,0.0703443095933481,0.138471871434705,0.583530088520634,0.0184391348576127
501,370379416.378051,4722.72640940712,NA,NA,21.4819773363353,0.109278386771367,70.92542990554,0.309629958064378,0.690370041961186,0.855036988494784,NA,NA,NA,NA,NA
502,606886180.97622,2267.64544349486,0.0920545111123177,NA,9.64339483266892,0.247991012259514,42.2724475530868,0.309259198151662,0.690740802027801,0.854471785767165,NA,NA,0.134820809391097,0.163040696052015,NA
503,612018639.39605,2667.05183980136,0.0490900678132952,0.0418875725575289,8.68897318464776,0.48666289009605,50.4609000700009,0.167887927130391,0.832112072869609,0.558806284217006,0.239658181471005,0.0131132713201843,0.103441684562935,0.0668567644518647,0.00932791505783498
