,CBCD,dual_elig,white,male,agecat,grand_total,count_over_CB_total,CB_total_over_grand_total,year
162,111,1,0,0,0,264378,0.158850227,0.01250104,2008
163,111,0,0,0,1,264378,0.112556732,0.01250104,2008
164,111,0,0,0,0,264378,0.091981846,0.01250104,2008
165,111,1,0,1,1,264378,0.087140696,0.01250104,2008
166,111,1,0,1,0,264378,0.063842663,0.01250104,2008
167,111,0,0,1,0,264378,0.041754917,0.01250104,2008
168,111,0,0,1,1,264378,0.037518911,0.01250104,2008
169,111,0,1,0,1,264378,0.030559758,0.01250104,2008
170,111,1,1,0,1,264378,0.025416036,0.01250104,2008
171,111,0,1,1,1,264378,0.01785174,0.01250104,2008
172,111,0,1,0,0,264378,0.014826021,0.01250104,2008
173,111,0,1,1,0,264378,0.0096823,0.01250104,2008
174,111,1,1,1,1,264378,0.008774584,0.01250104,2008
175,111,1,1,0,0,264378,0.008472012,0.01250104,2008
176,111,1,1,1,0,264378,0.007261725,0.01250104,2008
177,112,1,0,0,1,264378,0.266850739,0.023288625,2008
178,112,1,0,0,0,264378,0.162904012,0.023288625,2008
179,112,1,0,1,1,264378,0.089816469,0.023288625,2008
180,112,0,1,0,1,264378,0.085918467,0.023288625,2008
181,112,1,0,1,0,264378,0.072762709,0.023288625,2008
182,112,0,0,0,1,264378,0.063829787,0.023288625,2008
183,112,0,1,1,1,264378,0.042553191,0.023288625,2008
184,112,1,1,0,1,264378,0.041416274,0.023288625,2008
185,112,0,0,0,0,264378,0.039954523,0.023288625,2008
186,112,0,0,1,1,264378,0.029397434,0.023288625,2008
187,112,0,0,1,0,264378,0.027773266,0.023288625,2008
188,112,0,1,0,0,264378,0.023712847,0.023288625,2008
189,112,0,1,1,0,264378,0.015916843,0.023288625,2008
190,112,1,1,1,1,264378,0.013805425,0.023288625,2008
191,112,1,1,0,0,264378,0.013643008,0.023288625,2008
192,112,1,1,1,0,264378,0.009745006,0.023288625,2008
193,201,1,0,0,1,264378,0.327315542,0.004818858,2008
194,201,1,0,0,0,264378,0.242543171,0.004818858,2008
195,201,1,0,1,0,264378,0.09733124,0.004818858,2008
196,201,1,0,1,1,264378,0.081632653,0.004818858,2008
197,201,0,0,0,0,264378,0.069858713,0.004818858,2008
198,201,0,0,0,1,264378,0.069858713,0.004818858,2008
199,201,0,0,1,0,264378,0.041601256,0.004818858,2008
200,201,0,0,1,1,264378,0.035321821,0.004818858,2008
201,201,1,1,0,1,264378,0.009419152,0.004818858,2008
202,201,0,1,0,1,264378,0.007849294,0.004818858,2008
203,201,0,1,1,0,264378,0.004709576,0.004818858,2008
204,201,0,1,1,1,264378,0.003924647,0.004818858,2008
205,201,1,1,0,0,264378,0.003924647,0.004818858,2008
206,201,0,1,0,0,264378,0.002354788,0.004818858,2008
207,201,1,1,1,0,264378,0.001569859,0.004818858,2008
208,201,1,1,1,1,264378,0.000784929,0.004818858,2008
209,202,1,0,0,1,264378,0.336038961,0.002329997,2008
210,202,1,0,0,0,264378,0.248376623,0.002329997,2008
211,202,1,0,1,0,264378,0.099025974,0.002329997,2008
212,202,1,0,1,1,264378,0.089285714,0.002329997,2008
213,202,0,0,0,1,264378,0.071428571,0.002329997,2008
214,202,0,0,0,0,264378,0.055194805,0.002329997,2008
215,202,0,0,1,0,264378,0.045454545,0.002329997,2008
216,202,0,0,1,1,264378,0.027597403,0.002329997,2008
217,202,0,1,0,0,264378,0.006493506,0.002329997,2008
218,202,0,1,0,1,264378,0.00487013,0.002329997,2008
219,202,1,1,0,1,264378,0.00487013,0.002329997,2008
220,202,0,1,1,0,264378,0.003246753,0.002329997,2008
221,202,1,1,0,0,264378,0.003246753,0.002329997,2008
222,202,1,1,1,1,264378,0.003246753,0.002329997,2008
223,202,1,1,1,0,264378,0.001623377,0.002329997,2008
224,203,1,0,0,1,264378,0.270127119,0.003570645,2008
225,203,1,0,0,0,264378,0.251059322,0.003570645,2008
226,203,1,0,1,0,264378,0.103813559,0.003570645,2008
227,203,0,0,0,0,264378,0.094279661,0.003570645,2008
228,203,0,0,1,0,264378,0.075211864,0.003570645,2008
229,203,0,0,0,1,264378,0.074152542,0.003570645,2008
230,203,1,0,1,1,264378,0.074152542,0.003570645,2008
231,203,0,0,1,1,264378,0.038135593,0.003570645,2008
232,203,1,1,0,0,264378,0.00529661,0.003570645,2008
233,203,1,1,0,1,264378,0.003177966,0.003570645,2008
234,203,1,1,1,1,264378,0.003177966,0.003570645,2008
235,203,0,1,0,0,264378,0.002118644,0.003570645,2008
236,203,1,1,1,0,264378,0.002118644,0.003570645,2008
237,203,0,1,0,1,264378,0.001059322,0.003570645,2008
238,203,0,1,1,0,264378,0.001059322,0.003570645,2008
239,203,0,1,1,1,264378,0.001059322,0.003570645,2008
240,204,1,0,0,1,264378,0.282091097,0.007307718,2008
241,204,1,0,0,0,264378,0.180124224,0.007307718,2008
242,204,1,0,1,0,264378,0.104037267,0.007307718,2008
243,204,0,0,0,1,264378,0.103519669,0.007307718,2008
244,204,0,0,0,0,264378,0.094720497,0.007307718,2008
245,204,1,0,1,1,264378,0.080227743,0.007307718,2008
246,204,0,0,1,0,264378,0.060041408,0.007307718,2008
247,204,0,0,1,1,264378,0.036749482,0.007307718,2008
248,204,0,1,0,1,264378,0.011387164,0.007307718,2008
249,204,1,1,0,1,264378,0.009834369,0.007307718,2008
250,204,1,1,0,0,264378,0.008281573,0.007307718,2008
251,204,0,1,1,0,264378,0.00621118,0.007307718,2008
252,204,0,1,1,1,264378,0.00621118,0.007307718,2008
253,204,1,1,1,0,264378,0.00621118,0.007307718,2008
254,204,1,1,1,1,264378,0.005693582,0.007307718,2008
255,204,0,1,0,0,264378,0.004658385,0.007307718,2008
256,205,1,0,0,1,264378,0.296198055,0.004277966,2008
257,205,1,0,0,0,264378,0.23872679,0.004277966,2008
258,205,1,0,1,0,264378,0.095490716,0.004277966,2008
259,205,0,0,0,0,264378,0.086648983,0.004277966,2008
260,205,1,0,1,1,264378,0.079575597,0.004277966,2008
261,205,0,0,1,0,264378,0.062776304,0.004277966,2008
262,205,0,0,0,1,264378,0.058355438,0.004277966,2008
263,205,0,0,1,1,264378,0.030061892,0.004277966,2008
264,205,1,1,0,0,264378,0.016799293,0.004277966,2008
265,205,0,1,0,1,264378,0.007073386,0.004277966,2008
266,205,1,1,0,1,264378,0.007073386,0.004277966,2008
267,205,0,1,1,0,264378,0.00530504,0.004277966,2008
268,205,0,1,1,1,264378,0.00530504,0.004277966,2008
269,205,0,1,0,0,264378,0.004420866,0.004277966,2008
270,205,1,1,1,1,264378,0.003536693,0.004277966,2008
271,205,1,1,1,0,264378,0.00265252,0.004277966,2008
272,206,1,0,0,1,264378,0.27281746,0.003812723,2008
273,206,1,0,0,0,264378,0.205357143,0.003812723,2008
274,206,1,0,1,0,264378,0.084325397,0.003812723,2008
275,206,1,0,1,1,264378,0.075396825,0.003812723,2008
276,206,0,1,0,1,264378,0.051587302,0.003812723,2008
277,206,0,0,0,0,264378,0.049603175,0.003812723,2008
278,206,0,0,0,1,264378,0.045634921,0.003812723,2008
279,206,1,1,0,1,264378,0.045634921,0.003812723,2008
280,206,0,0,1,0,264378,0.033730159,0.003812723,2008
281,206,0,1,1,1,264378,0.030753968,0.003812723,2008
282,206,0,0,1,1,264378,0.029761905,0.003812723,2008
283,206,1,1,0,0,264378,0.020833333,0.003812723,2008
284,206,0,1,1,0,264378,0.016865079,0.003812723,2008
285,206,0,1,0,0,264378,0.014880952,0.003812723,2008
286,206,1,1,1,1,264378,0.011904762,0.003812723,2008
287,206,1,1,1,0,264378,0.010912698,0.003812723,2008
288,207,1,0,0,1,264378,0.227252552,0.008521889,2008
289,207,1,0,0,0,264378,0.142476698,0.008521889,2008
290,207,0,1,0,1,264378,0.117177097,0.008521889,2008
291,207,1,0,1,1,264378,0.072791833,0.008521889,2008
292,207,1,1,0,1,264378,0.069241012,0.008521889,2008
293,207,1,0,1,0,264378,0.060363959,0.008521889,2008
294,207,0,1,1,1,264378,0.053262317,0.008521889,2008
295,207,0,0,0,0,264378,0.051043054,0.008521889,2008
296,207,0,0,0,1,264378,0.045272969,0.008521889,2008
297,207,0,0,1,0,264378,0.029738127,0.008521889,2008
298,207,0,1,0,0,264378,0.029294274,0.008521889,2008
299,207,0,0,1,1,264378,0.023968043,0.008521889,2008
300,207,0,1,1,0,264378,0.022636485,0.008521889,2008
301,207,1,1,0,0,264378,0.021748779,0.008521889,2008
302,207,1,1,1,1,264378,0.020417221,0.008521889,2008
303,207,1,1,1,0,264378,0.013315579,0.008521889,2008
304,208,0,1,0,1,264378,0.284733228,0.021480607,2008
305,208,0,1,1,1,264378,0.146680754,0.021480607,2008
306,208,1,1,0,1,264378,0.124493749,0.021480607,2008
307,208,0,1,0,0,264378,0.094030639,0.021480607,2008
308,208,1,0,0,1,264378,0.081880613,0.021480607,2008
309,208,0,1,1,0,264378,0.051417503,0.021480607,2008
310,208,1,0,0,0,264378,0.032576158,0.021480607,2008
311,208,0,0,0,1,264378,0.031343546,0.021480607,2008
312,208,1,1,1,1,264378,0.030639197,0.021480607,2008
313,208,1,0,1,1,264378,0.024652228,0.021480607,2008
314,208,0,0,0,0,264378,0.024123965,0.021480607,2008
315,208,1,0,1,0,264378,0.019369607,0.021480607,2008
316,208,1,1,0,0,264378,0.016376123,0.021480607,2008
317,208,0,0,1,0,264378,0.013382638,0.021480607,2008
318,208,0,0,1,1,264378,0.013030463,0.021480607,2008
319,208,1,1,1,0,264378,0.01126959,0.021480607,2008
320,209,1,0,0,1,264378,0.22759283,0.011816414,2008
321,209,0,0,0,1,264378,0.132202305,0.011816414,2008
322,209,0,0,0,0,264378,0.131241997,0.011816414,2008
323,209,1,0,0,0,264378,0.13028169,0.011816414,2008
324,209,0,0,1,0,264378,0.077144686,0.011816414,2008
325,209,0,0,1,1,264378,0.065620999,0.011816414,2008
326,209,1,0,1,0,264378,0.056338028,0.011816414,2008
327,209,1,0,1,1,264378,0.056017926,0.011816414,2008
328,209,0,1,0,1,264378,0.038412292,0.011816414,2008
329,209,0,1,0,0,264378,0.021126761,0.011816414,2008
330,209,0,1,1,1,264378,0.018886044,0.011816414,2008
331,209,1,1,0,1,264378,0.016965429,0.011816414,2008
332,209,0,1,1,0,264378,0.011203585,0.011816414,2008
333,209,1,1,0,0,264378,0.006081946,0.011816414,2008
334,209,1,1,1,1,264378,0.005761844,0.011816414,2008
335,209,1,1,1,0,264378,0.005121639,0.011816414,2008
336,210,0,1,0,1,264378,0.206693328,0.017970482,2008
337,210,0,1,1,1,264378,0.125657756,0.017970482,2008
338,210,0,1,0,0,264378,0.098295096,0.017970482,2008
339,210,0,0,0,1,264378,0.081456535,0.017970482,2008
340,210,0,0,0,0,264378,0.080193643,0.017970482,2008
341,210,0,1,1,0,264378,0.079983161,0.017970482,2008
342,210,1,0,0,1,264378,0.073037255,0.017970482,2008
343,210,1,1,0,1,264378,0.062513155,0.017970482,2008
344,210,0,0,1,0,264378,0.042096401,0.017970482,2008
345,210,1,0,0,0,264378,0.036834351,0.017970482,2008
346,210,0,0,1,1,264378,0.033045675,0.017970482,2008
347,210,1,1,0,0,264378,0.020837718,0.017970482,2008
348,210,1,1,1,1,264378,0.020206272,0.017970482,2008
349,210,1,0,1,1,264378,0.016628078,0.017970482,2008
350,210,1,0,1,0,264378,0.013260366,0.017970482,2008
351,210,1,1,1,0,264378,0.009261208,0.017970482,2008
352,211,0,1,0,1,264378,0.177639752,0.015224414,2008
353,211,1,0,0,1,264378,0.126708075,0.015224414,2008
354,211,0,1,1,1,264378,0.115776398,0.015224414,2008
355,211,1,1,0,1,264378,0.102608696,0.015224414,2008
356,211,0,1,0,0,264378,0.065341615,0.015224414,2008
357,211,0,1,1,0,264378,0.061118012,0.015224414,2008
358,211,1,0,0,0,264378,0.055403727,0.015224414,2008
359,211,1,0,1,1,264378,0.049689441,0.015224414,2008
360,211,1,1,1,1,264378,0.043478261,0.015224414,2008
361,211,1,0,1,0,264378,0.039751553,0.015224414,2008
362,211,0,0,0,1,264378,0.036521739,0.015224414,2008
363,211,1,1,0,0,264378,0.033291925,0.015224414,2008
364,211,0,0,0,0,264378,0.031304348,0.015224414,2008
365,211,0,0,1,0,264378,0.023850932,0.015224414,2008
366,211,0,0,1,1,264378,0.019378882,0.015224414,2008
367,211,1,1,1,0,264378,0.018136646,0.015224414,2008
368,212,1,0,0,1,264378,0.159313725,0.012345959,2008
369,212,0,0,0,1,264378,0.136948529,0.012345959,2008
370,212,0,0,0,0,264378,0.112438725,0.012345959,2008
371,212,0,1,0,1,264378,0.102634804,0.012345959,2008
372,212,1,0,0,0,264378,0.072303922,0.012345959,2008
373,212,0,0,1,0,264378,0.065257353,0.012345959,2008
374,212,0,0,1,1,264378,0.058210784,0.012345959,2008
375,212,0,1,1,1,264378,0.055453431,0.012345959,2008
376,212,1,0,1,0,264378,0.04932598,0.012345959,2008
377,212,1,0,1,1,264378,0.049019608,0.012345959,2008
378,212,0,1,0,0,264378,0.040441176,0.012345959,2008
379,212,1,1,0,1,264378,0.03370098,0.012345959,2008
380,212,0,1,1,0,264378,0.030330882,0.012345959,2008
381,212,1,1,1,1,264378,0.015625,0.012345959,2008
382,212,1,1,1,0,264378,0.009803922,0.012345959,2008
383,212,1,1,0,0,264378,0.009191176,0.012345959,2008
384,301,0,1,0,1,264378,0.175932281,0.016533146,2008
385,301,1,0,0,1,264378,0.129032258,0.016533146,2008
386,301,1,1,0,1,264378,0.116449325,0.016533146,2008
387,301,1,0,0,0,264378,0.113703958,0.016533146,2008
388,301,0,1,1,1,264378,0.08030199,0.016533146,2008
389,301,0,1,0,0,264378,0.056051247,0.016533146,2008
390,301,1,1,1,1,264378,0.048501487,0.016533146,2008
391,301,0,1,1,0,264378,0.044154656,0.016533146,2008
392,301,1,0,1,1,264378,0.042553191,0.016533146,2008
393,301,1,1,0,0,264378,0.036604896,0.016533146,2008
394,301,1,0,1,0,264378,0.035918554,0.016533146,2008
395,301,0,0,0,1,264378,0.03042782,0.016533146,2008
396,301,0,0,0,0,264378,0.029283917,0.016533146,2008
397,301,1,1,1,0,264378,0.023335621,0.016533146,2008
398,301,0,0,1,0,264378,0.020819035,0.016533146,2008
399,301,0,0,1,1,264378,0.016929764,0.016533146,2008
400,302,1,0,0,1,264378,0.15744069,0.010522812,2008
401,302,0,1,0,1,264378,0.116103523,0.010522812,2008
402,302,0,0,0,1,264378,0.103163192,0.010522812,2008
403,302,0,0,0,0,264378,0.0891445,0.010522812,2008
404,302,1,0,0,0,264378,0.078001438,0.010522812,2008
405,302,0,1,1,1,264378,0.076563623,0.010522812,2008
406,302,0,1,1,0,264378,0.069374551,0.010522812,2008
407,302,0,1,0,0,264378,0.055715313,0.010522812,2008
408,302,1,0,1,1,264378,0.045650611,0.010522812,2008
409,302,0,0,1,0,264378,0.042415528,0.010522812,2008
410,302,0,0,1,1,264378,0.042056075,0.010522812,2008
411,302,1,0,1,0,264378,0.041696621,0.010522812,2008
412,302,1,1,0,1,264378,0.04061826,0.010522812,2008
413,302,1,1,0,0,264378,0.016534867,0.010522812,2008
414,302,1,1,1,1,264378,0.013659238,0.010522812,2008
415,302,1,1,1,0,264378,0.01186197,0.010522812,2008
416,303,1,0,0,1,264378,0.247631935,0.00838572,2008
417,303,1,0,0,0,264378,0.172755977,0.00838572,2008
418,303,0,0,0,1,264378,0.142534957,0.00838572,2008
419,303,0,0,0,0,264378,0.131258457,0.00838572,2008
420,303,0,0,1,0,264378,0.083897158,0.00838572,2008
421,303,1,0,1,0,264378,0.072169599,0.00838572,2008
422,303,0,0,1,1,264378,0.064501579,0.00838572,2008
423,303,1,0,1,1,264378,0.064050519,0.00838572,2008
424,303,1,1,0,1,264378,0.00766802,0.00838572,2008
425,303,0,1,0,1,264378,0.0045106,0.00838572,2008
426,303,0,1,1,1,264378,0.00270636,0.00838572,2008
427,303,1,1,0,0,264378,0.00180424,0.00838572,2008
428,303,1,1,1,0,264378,0.00180424,0.00838572,2008
429,303,0,1,1,0,264378,0.00135318,0.00838572,2008
430,303,1,1,1,1,264378,0.00090212,0.00838572,2008
431,303,0,1,0,0,264378,0.00045106,0.00838572,2008
432,304,1,0,0,1,264378,0.283739302,0.005745561,2008
433,304,1,0,0,0,264378,0.223831468,0.005745561,2008
434,304,1,0,1,0,264378,0.1040158,0.005745561,2008
435,304,1,0,1,1,264378,0.097432521,0.005745561,2008
436,304,0,0,0,1,264378,0.059907834,0.005745561,2008
437,304,0,0,0,0,264378,0.059249506,0.005745561,2008
438,304,0,0,1,0,264378,0.040816327,0.005745561,2008
439,304,0,0,1,1,264378,0.028966425,0.005745561,2008
440,304,0,1,0,1,264378,0.026333114,0.005745561,2008
441,304,1,1,0,1,264378,0.022383147,0.005745561,2008
442,304,1,1,0,0,264378,0.01514154,0.005745561,2008
443,304,0,1,1,1,264378,0.011849901,0.005745561,2008
444,304,0,1,1,0,264378,0.00921659,0.005745561,2008
445,304,0,1,0,0,264378,0.008558262,0.005745561,2008
446,304,1,1,1,1,264378,0.004608295,0.005745561,2008
447,304,1,1,1,0,264378,0.003949967,0.005745561,2008
448,305,1,0,0,1,264378,0.173819742,0.014101022,2008
449,305,1,0,0,0,264378,0.118025751,0.014101022,2008
450,305,1,1,0,1,264378,0.104077253,0.014101022,2008
451,305,1,1,0,0,264378,0.082349785,0.014101022,2008
452,305,0,0,0,0,264378,0.079130901,0.014101022,2008
453,305,0,0,0,1,264378,0.071351931,0.014101022,2008
454,305,1,1,1,1,264378,0.070815451,0.014101022,2008
455,305,1,0,1,1,264378,0.063304721,0.014101022,2008
456,305,1,0,1,0,264378,0.05498927,0.014101022,2008
457,305,1,1,1,0,264378,0.053648069,0.014101022,2008
458,305,0,0,1,0,264378,0.0472103,0.014101022,2008
459,305,0,0,1,1,264378,0.032725322,0.014101022,2008
460,305,0,1,0,1,264378,0.02360515,0.014101022,2008
461,305,0,1,1,1,264378,0.012607296,0.014101022,2008
462,305,0,1,0,0,264378,0.00804721,0.014101022,2008
463,305,0,1,1,0,264378,0.004291845,0.014101022,2008
