CD,type,ratio_over_CD,CD_ratio_over_whole_NYC,ratio_over_whole_NYC
107,14,0.007758431333333333,0.035552550333333335,0.0002758320204860438
107,15,0.014105231000000001,0.035552550333333335,0.0005014769350907937
108,0,0.012834942333333335,0.04187743733333333,0.0005374944932411138
108,1,0.020949529666666664,0.04187743733333333,0.0008773126157786407
108,2,0.007427622000000001,0.04187743733333333,0.000311049774840688
108,3,0.011863069666666665,0.04187743733333333,0.0004967949565468008
108,4,0.139091435,0.04187743733333333,0.005824792852815907
108,5,0.344760779,0.04187743733333333,0.014437697917563682
108,6,0.10951685900000001,0.04187743733333333,0.004586285399716002
108,7,0.242189965,0.04187743733333333,0.010142295082049693
108,8,0.008345361,0.04187743733333333,0.000349482332301544
108,9,0.025595965999999998,0.04187743733333333,0.0010718934621511305
108,10,0.004539138000000001,0.04187743733333333,0.000190087467142352
108,11,0.008744780666666667,0.04187743733333333,0.0003662090043620782
108,12,0.007116038333333332,0.04187743733333333,0.0002980014493657644
108,13,0.039272602,0.04187743733333333,0.001644635929171941
108,14,0.0060864249999999995,0.04187743733333333,0.0002548838815215333
108,15,0.01166548633333333,0.04187743733333333,0.000488520672887023
109,0,0.07242817866666666,0.009464946,0.000685528799958352
109,1,0.12964221566666667,0.009464946,0.001227056570605354
109,2,0.037520015,0.009464946,0.00035512491589419
109,3,0.05971454733333333,0.009464946,0.000565194965924444
109,4,0.026097957,0.009464946,0.00024701575371532204
109,5,0.09465686066666666,0.009464946,0.000895922074739524
109,6,0.014892142000000002,0.009464946,0.00014095331985433202
109,7,0.06188448733333333,0.009464946,0.000585733330847684
109,8,0.12288026666666667,0.009464946,0.0011630550884656
109,9,0.24284008899999998,0.009464946,0.002298468329020194
109,10,0.04709820866666667,0.009464946,0.000445782001726732
109,11,0.059523623,0.009464946,0.000563387877419358
109,12,0.006399452999999999,0.009464946,6.0570477074537994e-05
109,13,0.018289383333333336,0.009464946,0.00017310802562330003
109,14,0.0017603606666666664,0.009464946,1.6661718650523996e-05
109,15,0.0043722123333333335,0.009464946,4.1382753635534e-05
110,0,0.14580589000000002,0.009031243000000001,0.0013168084234212703
110,1,0.19674699399999998,0.009031243000000001,0.001776869912333542
110,2,0.05551483399999999,0.009031243000000001,0.000501367955958662
110,3,0.073033855,0.009031243000000001,0.0006595864917317651
110,4,0.0034045366666666664,0.009031243000000001,3.074719793907667e-05
110,5,0.005294897333333333,0.009031243000000001,4.781950447738534e-05
110,6,0.003253434,0.009031243000000001,2.9382553038462005e-05
110,7,0.001575825,0.009031243000000001,1.4231658500475004e-05
110,8,0.11860973133333334,0.009031243000000001,0.0010711933058360475
110,9,0.25057188933333335,0.009031243000000001,0.0022629756215384418
110,10,0.06018065933333333,0.009031243000000001,0.0005435061583395513
110,11,0.07558109266666667,0.009031243000000001,0.0006825912140781848
110,12,0.0018533716666666667,0.009031243000000001,1.6738249890981668e-05
110,13,0.004702815333333333,0.009031243000000001,4.247226805945934e-05
110,14,0.002584227,0.009031243000000001,2.3338782004161004e-05
110,15,0.0012859483333333335,0.009031243000000001,1.1613711883778336e-05
111,0,0.08389457933333333,0.012446216000000001,0.0010441700556118028
111,1,0.11837487499999999,0.012446216000000001,0.001473319263223
111,2,0.03791688366666667,0.012446216000000001,0.00047192172416220544
111,3,0.040161702333333334,0.012446216000000001,0.0004998612221683707
111,4,0.013423443666666668,0.012446216000000001,0.00016707107933916536
111,5,0.030848110666666668,0.012446216000000001,0.00038394224854923736
111,6,0.008766813333333333,0.012446216000000001,0.00010911365237834668
111,7,0.018777973666666666,0.012446216000000001,0.00023371471629764535
111,8,0.1424126383333333,0.012446216000000001,0.0017724984578265466
111,9,0.3039607153333333,0.012446216000000001,0.0037831607185531786
111,10,0.05671949266666667,0.012446216000000001,0.0007059430571397494
111,11,0.09433512733333334,0.012446216000000001,0.0011741153711781708
111,12,0.007951522333333334,0.012446216000000001,9.896636448949069e-05
111,13,0.026309202,0.012446216000000001,0.000327450010879632
111,14,0.006093929333333334,0.012446216000000001,7.584636077140268e-05
111,15,0.010052991333333332,0.012446216000000001,0.00012512170158079466
112,0,0.03527196966666667,0.023328118,0.0008228286704764206
112,1,0.06667043866666666,0.023328118,0.0015552958603277625
112,2,0.02484241133333334,0.023328118,0.0005795267029885374
112,3,0.03160907466666667,0.023328118,0.0007373802236948107
112,4,0.020557269333333336,0.023328118,0.0004795624047657814
112,5,0.08452395233333333,0.023328118,0.001971784733858375
112,6,0.014047726000000002,0.023328118,0.000327707009759668
112,7,0.042250483,0.023328118,0.0009856242529809938
112,8,0.14380991499999998,0.023328118,0.0033548146666899695
112,9,0.29057514,0.023328118,0.00677857115378652
112,10,0.06639130566666666,0.023328118,0.0015487842127660685
112,11,0.09675545633333334,0.023328118,0.0022571227024878473
112,12,0.012738007666666667,0.023328118,0.00029715374593290467
112,13,0.04565458333333333,0.023328118,0.0010650355072408333
112,14,0.008824915333333334,0.023328118,0.00020586866623600934
112,15,0.015477351,0.023328118,0.00036105747045541797
201,0,0.06274426066666668,0.004818347333333333,0.0003023236410652049
201,1,0.07909926233333335,0.004818347333333333,0.0003811277197324505
201,2,0.035960002000000005,0.004818347333333333,0.00017326777974336133
201,3,0.03996944633333333,0.004818347333333333,0.0001925866751550264
201,4,0.002689366,0.004818347333333333,1.2958299494457331e-05
201,5,0.006930357333333334,0.004818347333333333,3.3392868776113775e-05
201,6,0.004277458666666667,0.004818347333333333,2.0610281559976886e-05
201,7,0.004015815666666666,0.004818347333333333,1.9349594708641552e-05
201,8,0.21524858733333332,0.004818347333333333,0.0010371424567813337
201,9,0.35581311266666665,0.004818347333333333,0.001714431162582466
201,10,0.083949216,0.004818347333333333,0.0004044964810490239
201,11,0.092996444,0.004818347333333333,0.0004480891679568826
201,12,0.003194418666666667,0.004818347333333333,1.5391818664083554e-05
201,13,0.01044112,0.004818347333333333,5.030894270901333e-05
201,14,0.0021478463333333333,0.004818347333333333,1.0349069652626444e-05
201,15,0.000784929,0.00481894,3.78252575526e-06
202,0,0.05264364933333334,0.0023231873333333336,0.00012230105931164181
202,1,0.07096989366666666,0.0023231873333333336,0.00016487635801441355
202,2,0.044398829333333334,0.0023231873333333336,0.00010314679792202846
202,3,0.029988400666666665,0.0023231873333333336,6.966867257572489e-05
202,4,0.006080317333333332,0.0023231873333333336,1.412571621144711e-05
202,5,0.004456941,0.0023231873333333336,1.0354308876614001e-05
202,6,0.003332044333333333,0.0023231873333333336,7.740963189305111e-06
202,8,0.22005898333333332,0.0023231873333333336,0.0005112382426662111
202,9,0.36853208099999996,0.0023231873333333336,0.000856169062506174
202,10,0.08387161566666666,0.0023231873333333336,0.00019484947514300158
202,11,0.10121416800000001,0.0023231873333333336,0.00023513947305147203
202,12,0.003332044333333333,0.0023231873333333336,7.740963189305111e-06
202,13,0.006122963333333333,0.0023231873333333336,1.4224790858464444e-05
202,14,0.0016660223333333335,0.0023231873333333336,3.870481981850445e-06
202,15,0.003332044333333333,0.0023231873333333336,7.740963189305111e-06
203,0,0.09027962933333333,0.0035803796666666666,0.0003232353491792702
203,1,0.07964356,0.0035803796666666666,0.00028515418280494666
203,2,0.06937091333333334,0.0035803796666666666,0.00024837420755676224
203,3,0.041838856,0.0035803796666666666,0.00014979898929899467
203,4,0.0017869613333333333,0.0035803796666666666,6.3980000229862215e-06
203,5,0.0014552783333333333,0.0035803796666666666,5.210448954007222e-06
203,6,0.0010807466666666666,0.0035803796666666666,3.869483390151111e-06
203,7,0.0010807466666666666,0.0035803796666666666,3.869483390151111e-06
203,8,0.222322732,0.0035803796666666666,0.0007959997890905826
203,9,0.29896051566666665,0.0035803796666666666,0.0010703921514291148
203,10,0.09308306333333334,0.0035803796666666666,0.00033327270726971227
203,11,0.08542182433333334,0.0035803796666666666,0.00030584256293263856
203,12,0.004654669,0.0035803796666666666,1.6665482242663666e-05
203,13,0.003991303333333334,0.0035803796666666666,1.4290381298165558e-05
203,14,0.002161493,0.0035803796666666666,7.738965586842333e-06
203,15,0.002867707666666667,0.0035803796666666666,1.0267482219677445e-05
204,0,0.08773593366666665,0.007302721666666667,0.0006407111037327961
204,1,0.10871230266666666,0.007302721666666667,0.0007938956881170912
204,2,0.054978245333333335,0.007302721666666667,0.0004014908233910489
204,3,0.040867303,0.007302721666666667,0.0002984425390763317
204,4,0.0036849096666666664,0.007302721666666667,2.690986966247611e-05
204,5,0.010204409999999999,0.007302721666666667,7.451996600255e-05
204,6,0.0061744343333333335,0.007302721666666667,4.509017538544389e-05
204,7,0.006889254,0.007302721666666667,5.031030445297e-05
204,8,0.15725630999999998,0.007302721666666667,0.00114839906225705
204,9,0.308636457,0.007302721666666667,0.002253886141657135
204,10,0.09202456466666666,0.007302721666666667,0.0006720297822568344
204,11,0.09138438466666667,0.007302721666666667,0.0006673547259002678
204,12,0.007936794666666667,0.007302721666666667,5.7960202376151116e-05
204,13,0.011855959000000001,0.007302721666666667,8.658076866841168e-05
204,14,0.005274737333333332,0.007302721666666667,3.851993861010888e-05
204,15,0.006384,0.007302721666666667,4.662057512e-05
205,0,0.07710417233333335,0.0043067466666666665,0.00033206813718267557
205,1,0.06685983566666666,0.0043067466666666665,0.00028794837439129775
205,2,0.05739669533333334,0.0043067466666666665,0.0002471930263045156
205,3,0.03361989066666667,0.0043067466666666665,0.00014479235206236446
205,4,0.0038882316666666666,0.0043067466666666665,1.6745628769644444e-05
205,5,0.007790667666666667,0.0043067466666666665,3.3552432004524445e-05
205,6,0.005081333333333333,0.0043067466666666665,2.188401539555555e-05
205,7,0.0053902613333333335,0.0043067466666666665,2.3214490029795555e-05
205,8,0.21719060133333334,0.0043067466666666665,0.0009353848983236622
205,9,0.3191936623333333,0.0043067466666666665,0.0013746862412752088
205,10,0.08935831733333333,0.0043067466666666665,0.00038484363531427553
205,11,0.08750830033333334,0.0043067466666666665,0.00037687608076624894
205,12,0.014022491666666666,0.0043067466666666665,6.0391319243777774e-05
205,13,0.009306900333333333,0.0043067466666666665,4.0082461987582216e-05
205,14,0.0023862026666666663,0.0043067466666666665,1.0276770380657776e-05
205,15,0.0039024353333333337,0.0043067466666666665,1.6806800363715558e-05
206,0,0.04750434033333334,0.003794435,0.0001802521316127117
206,1,0.04587797966666666,0.003794435,0.00017408101177648832
206,2,0.031568138333333336,0.003794435,0.00011978324897684168
206,3,0.029555947666666665,0.003794435,0.00011214812228456833
206,4,0.014226636,0.003794435,5.3982045570660004e-05
206,5,0.04921357833333334,0.003794435,0.0001867377241032417
206,6,0.015219028,0.003794435,5.774761250918e-05
206,7,0.029473398666666664,0.003794435,0.00011183489546975332
206,8,0.18938257233333333,0.003794435,0.0007185998608516317
206,9,0.295067958,0.003794435,0.0011196161872137301
206,10,0.07441265166666666,0.003794435,0.0002823539699268083
206,11,0.08610653033333333,0.003794435,0.0003267256324253617
206,12,0.017948064,0.003794435,6.810276222384e-05
206,13,0.052082932,0.003794435,0.00019762530008342
206,14,0.008050403666666666,0.003794435,3.054673343692833e-05
206,15,0.014309841333333332,0.003794435,5.429776279964666e-05
207,0,0.042787567000000006,0.008455976666666665,0.00036181066817543665
207,1,0.04992199133333333,0.008455976666666665,0.0004221391938682021
207,2,0.026754307,0.008455976666666665,0.00022623379572483664
207,3,0.024725050999999998,0.008455976666666665,0.00020907445433814326
207,4,0.027374147666666664,0.008455976666666665,0.00023147515393922105
207,5,0.11387753366666666,0.008455976666666665,0.0009629457675428808
207,6,0.018808525333333336,0.008455976666666665,0.00015904445135307555
207,7,0.05499437733333334,0.008455976666666665,0.0004650311715285288
207,8,0.131996125,0.008455976666666665,0.0011161561530904163
207,9,0.24504526300000004,0.008455976666666665,0.0020720970262051966
207,10,0.054650165,0.008455976666666665,0.00046212052006948325
207,11,0.08047945566666666,0.008455976666666665,0.0006805323992633676
207,12,0.019886236999999998,0.008455976666666665,0.0001681575560598033
207,13,0.07409104033333333,0.008455976666666665,0.0006265121082677254
207,14,0.010742829666666667,0.008455976666666665,9.084111699530776e-05
207,15,0.023865382666666667,0.008455976666666665,0.0002018051189704044
208,0,0.023156609666666664,0.021285513000000002,0.000492900316095759
208,1,0.03138946,0.021285513000000002,0.0006681407588929802
208,2,0.011707558333333333,0.021285513000000002,0.00024920138510242505
208,3,0.014441718333333334,0.021285513000000002,0.00030739938332650506
208,4,0.08148416066666668,0.021285513000000002,0.0017344321611644225
208,5,0.286426509,0.021285513000000002,0.006096735180864118
208,6,0.04532244733333333,0.021285513000000002,0.000964711541905482
208,7,0.149330551,0.021285513000000002,0.0031785773846076636
208,8,0.029999474666666665,0.021285513000000002,0.0006385542080105041
208,9,0.08699706466666668,0.021285513000000002,0.0018517771509241744
208,10,0.017095094666666668,0.021285513000000002,0.0003638778597635641
208,11,0.026946885000000004,0.021285513000000002,0.0005735782709770051
208,12,0.015099438666666668,0.021285513000000002,0.00032139929803203605
208,13,0.13607982566666665,0.021285513000000002,0.002896528898265567
208,14,0.010439974999999999,0.021285513000000002,0.00022222022358217501
208,15,0.03408322833333333,0.021285513000000002,0.0007254789997711351
209,0,0.11903295233333333,0.011799693,0.001404552294416967
209,1,0.14312129333333334,0.011799693,0.0016887873230962802
209,2,0.071173989,0.011799693,0.0008398312197853769
209,3,0.07071098333333332,0.011799693,0.0008343678950614499
209,4,0.019861169666666668,0.011799693,0.00023435570468757902
209,5,0.038983319333333336,0.011799693,0.00045999120025429804
209,6,0.009891154,0.011799693,0.000116712580615722
209,7,0.019572611666666666,0.011799693,0.000230950808874885
209,8,0.11730626266666666,0.011799693,0.0013841778864440279
209,9,0.243873158,0.011799693,0.002877628395340494
209,10,0.051221891,0.011799693,0.000604402588679463
209,11,0.061539371666666655,0.011799693,0.0007261456930795649
209,12,0.005346631,0.011799693,6.308860438428301e-05
209,13,0.017794423666666667,0.011799693,0.000209968736378601
209,14,0.0046827679999999995,0.011799693,5.525522479022399e-05
209,15,0.0058880216666666665,0.011799693,6.9476848044015e-05
210,0,0.074234543,0.017938274666666667,0.0013316396220884774
210,1,0.087011787,0.017938274666666667,0.001560841334443496
210,2,0.03806180533333333,0.017938274666666667,0.0006827631183785316
210,3,0.036293975666666665,0.017938274666666667,0.000651051304253983
210,4,0.08574816466666667,0.017938274666666667,0.0015381741299532285
210,5,0.21473567100000002,0.017938274666666667,0.0038519874471289683
210,6,0.07189979166666667,0.017938274666666667,0.0012897582113927779
210,7,0.13169178,0.017938274666666667,0.0023623233209822403
210,8,0.03294861833333333,0.017938274666666667,0.0005910413655505022
210,9,0.07870083566666668,0.017938274666666667,0.0014117572066848633
210,10,0.012471515,0.017938274666666667,0.00022371746157945336
210,11,0.018495155333333332,0.017938274666666667,0.0003317711763719982
210,12,0.01849151933333333,0.017938274666666667,0.0003317059528053102
210,13,0.06882526533333333,0.017938274666666667,0.0012346065135555447
210,14,0.008388017999999999,0.017938274666666667,0.00015046657079294398
210,15,0.02200155333333333,0.017938274666666667,0.0003946699067866488
211,0,0.027977491666666663,0.015062667333333333,0.0004214156497961055
211,1,0.03744600733333333,0.015062667333333333,0.0005640367514235604
211,2,0.02120991866666667,0.015062667333333333,0.00031947794904305695
211,3,0.020577142333333333,0.015062667333333333,0.00030994664963765044
211,4,0.05761995666666667,0.015062667333333333,0.0008679102390310823
211,5,0.18169226833333332,0.015062667333333333,0.0027367701949437342
211,6,0.05465213533333333,0.015062667333333333,0.0008232069335823124
211,7,0.11948992433333333,0.015062667333333333,0.0017998369799181718
211,8,0.05059039166666667,0.015062667333333333,0.000762026239938039
211,9,0.13431060033333334,0.015062667333333333,0.0020230758921612893
211,10,0.03630124566666667,0.015062667333333333,0.0005467935872626083
211,11,0.053443421,0.015062667333333333,0.0008050004716782806
211,12,0.031036787333333333,0.015062667333333333,0.00046749680269741377
211,13,0.111026515,0.015062667333333333,0.0016723554606243435
211,14,0.01611109233333333,0.015062667333333333,0.00024267602419361707
211,15,0.046515103,0.015062667333333333,0.0007006415224647353
212,0,0.100678608,0.012299683666666667,0.0012383150304003361
212,1,0.14721535966666668,0.012299683666666667,0.001810702354774559
212,2,0.057356433333333325,0.012299683666666667,0.0007054659862482554
212,3,0.06547967066666667,0.012299683666666667,0.0008053792357975125
212,4,0.03530877633333333,0.012299683666666667,0.00043428677955708656
212,5,0.10590907166666667,0.012299683666666667,0.0013026480789303295
212,6,0.027466329333333334,0.012299683666666667,0.00033782716228448757
212,7,0.05605988233333333,0.012299683666666667,0.0006895188190905552
212,8,0.06384629333333335,0.012299683666666667,0.000785289211289209
212,9,0.17106795499999997,0.012299683666666667,0.002104081732003568
212,10,0.044895658666666664,0.012299683666666667,0.0005522023996066417
212,11,0.05381315066666667,0.012299683666666667,0.0006618847303066725
212,12,0.008259267666666667,0.012299683666666667,0.00010158637961832812
212,13,0.03690499966666667,0.012299683666666667,0.0004539198216184388
212,14,0.009518055333333332,0.012299683666666667,0.00011706906972182955
212,15,0.016220487333333335,0.012299683666666667,0.00019950686311917358
301,0,0.026040128333333332,0.016532515333333334,0.0004305088209528011
301,1,0.031616258333333334,0.016532515333333334,0.0005226962756784612
301,2,0.018439280333333332,0.016532515333333334,0.0003048476848464651
301,3,0.018024005333333332,0.016532515333333334,0.0002979821445414151
301,4,0.05008670566666667,0.016532515333333334,0.0008280592294303202
301,5,0.17061266900000002,0.016532515333333334,0.002820656566303425
301,6,0.037506987666666665,0.016532515333333334,0.0006200848487063109
301,7,0.081319434,0.016532515333333334,0.001344414789502988
301,8,0.103263877,0.016532515333333334,0.0017072116298819475
301,9,0.144284634,0.016532515333333334,0.002385387923969388
301,10,0.03213134733333333,0.016532515333333334,0.0005312119924689925
301,11,0.04771264133333333,0.016532515333333334,0.0007888099744371671
301,12,0.03327546,0.016532515333333334,0.0005501270526737201
301,13,0.12962703733333333,0.016532515333333334,0.002143060982327906
301,14,0.021400780999999997,0.016532515333333334,0.0003538087400278086
301,15,0.054658753,0.016532515333333334,0.0009036466720733793
302,0,0.08229406333333333,0.010507197000000001,0.0008646799353738101
302,1,0.10849485633333333,0.010507197000000001,0.0011399768289810312
302,2,0.03970033466666666,0.010507197000000001,0.000417139237308596
302,3,0.043703269999999995,0.010507197000000001,0.00045919886743419
302,4,0.05119415399999999,0.010507197000000001,0.000537907061326338
302,5,0.11627866966666667,0.010507197000000001,0.001221762889085591
302,6,0.06273673299999999,0.010507197000000001,0.0006591872127674009
302,7,0.08325732533333334,0.010507197000000001,0.0008748011189704241
302,8,0.066109398,0.010507197000000001,0.0006946244683374061
302,9,0.16958097066666666,0.010507197000000001,0.0017818206662458883
302,10,0.036553890000000006,0.010507197000000001,0.0003840789233463301
302,11,0.051988652999999996,0.010507197000000001,0.000546255018835641
302,12,0.015057359999999999,0.010507197000000001,0.00015821064781992
302,13,0.046179567666666664,0.010507197000000001,0.000485217814848497
302,14,0.011649166,0.010507197000000001,0.00012240008204770201
302,15,0.015221589,0.010507197000000001,0.00015993623427603302
303,0,0.121933668,0.008346234000000001,0.0010176869256063122
303,1,0.14619511266666665,0.008346234000000001,0.001220178619972364
303,2,0.07605591566666668,0.008346234000000001,0.0006347804692382662
303,3,0.07133816933333333,0.008346234000000001,0.000595405054387624
303,4,0.00046379766666666665,0.008346234000000001,3.870963854654e-06
303,5,0.004011087666666666,0.008346234000000001,3.3477476260514e-05
303,6,0.001391393,0.008346234000000001,1.1612891563962003e-05
303,7,0.002782786,0.008346234000000001,2.3225783127924005e-05
303,8,0.15705044766666668,0.008346234000000001,0.0013107797860307541
303,9,0.27080814133333336,0.008346234000000001,0.0022602281166730727
303,10,0.06261886166666666,0.008346234000000001,0.00052263167228363
303,11,0.07301698899999999,0.008346234000000001,0.000609416876169426
303,12,0.0018551906666666666,0.008346234000000001,1.5483855418616e-05
303,13,0.007858813333333332,0.008346234000000001,6.559149504232e-05
303,14,0.0015417463333333332,0.008346234000000001,1.2867775666642001e-05
303,15,0.0010778810000000002,0.008346234000000001,8.996247050154002e-06
304,0,0.05416075533333333,0.005744900666666667,0.0003111481594216369
304,1,0.06519887366666667,0.005744900666666667,0.00037456105279354914
304,2,0.036942392,0.005744900666666667,0.00021223037242906132
304,3,0.031486924666666666,0.005744900666666667,0.00018088925450881644
304,4,0.008052926,0.005744900666666667,4.6263259946017335e-05
304,5,0.026490896333333333,0.005744900666666667,0.00015218756800596423
304,6,0.007833483333333334,0.005744900666666667,4.500258362398889e-05
304,7,0.012548872333333334,0.005744900666666667,7.209202503368156e-05
304,8,0.20097605600000001,0.005744900666666667,0.0011545874780984375
304,9,0.3087506606666666,0.005744900666666667,0.001773741876297707
304,10,0.09445598333333334,0.005744900666666667,0.0005426402416223222
304,11,0.10784151900000001,0.005744900666666667,0.0006195388143974461
304,12,0.012722417333333333,0.005744900666666667,7.308902381987823e-05
304,13,0.024015830666666665,0.005744900666666667,0.0001379685616074871
304,14,0.003807020333333334,0.005744900666666667,2.187095365098023e-05
304,15,0.004715389,0.005744900666666667,2.708944140969267e-05
305,0,0.07277766933333334,0.014146548333333333,0.0010295528168113512
