type,CD,ratio_CD_within_type
3,402,0.008665761837808964
3,403,0.028779361911941578
3,404,0.01872286960888667
3,405,0.005753792346017381
3,406,0.017120833632143173
3,407,0.031430918771042406
3,408,0.02706970308921016
3,409,0.007282411952921739
3,410,0.013442915221869824
3,411,0.014795964040651931
3,412,0.06457229329197908
3,413,0.05067432872144908
3,414,0.007789351791109042
3,501,0.011581218503789913
3,502,0.007064892545563317
3,503,0.0071667125174826865
4,101,0.00416333493052201
4,102,0.018552087591144618
4,103,0.009706494934098203
4,104,0.013495921516707834
4,105,0.009823295119175434
4,106,0.04937585140171954
4,107,0.05169080922134893
4,108,0.08388318992319607
4,109,0.0035572886292268386
4,110,0.0004427922347629598
4,111,0.0024060005965886827
4,112,0.006906206846402346
4,201,0.0001866132453190562
4,202,0.00020342528321726683
4,203,9.213798063175999e-05
4,204,0.0003875306409591348
4,205,0.00024115480051592762
4,206,0.0007773986638610189
4,207,0.0033334875232512236
4,208,0.024977661190735717
4,209,0.0033749705067003437
4,210,0.02215133755622527
4,211,0.012498827212668213
4,212,0.006254189862410139
4,301,0.011924930442183785
4,302,0.00774643173180867
4,303,5.574598177320472e-05
4,304,0.0006662399708586876
4,305,0.0013705718565455093
4,306,0.01166648854150449
4,307,0.007815104191063495
4,308,0.000907033036873282
4,309,0.0011872382085231972
4,310,0.03400931092234117
4,311,0.034433353366739826
4,312,0.02314626439995194
4,313,0.022146148965887538
4,314,0.015155476692703413
4,315,0.038026337133232974
4,316,5.4472377366187706e-05
4,317,0.0007404218759342817
4,318,0.028099913267815708
4,401,0.02560143287501497
4,402,0.013628251638288518
4,403,0.011317694226644942
4,404,0.0048804965070550635
4,405,0.04151679128654706
4,406,0.029012807489494613
4,407,0.05255037641762066
4,408,0.021859516703837865
4,409,0.013214288672172685
4,410,0.02182956356801757
4,411,0.03496338340349272
4,412,0.0013349104955926417
4,413,0.016430670462093976
4,414,0.0179777139620602
4,501,0.0290225883285517
4,502,0.03809944630372662
4,503,0.05912657728529233
5,101,0.006863290766984863
5,102,0.017437204351766735
5,103,0.012427057824613775
5,104,0.015113764753311313
5,105,0.009943622682423462
5,106,0.046293585153218964
5,107,0.04931002228648108
5,108,0.07437925380244748
5,109,0.00461555684048495
5,110,0.0002463536140276104
5,111,0.0019779703186326996
5,112,0.0101581206367415
5,201,0.0001720313498780776
5,202,5.3342698557622085e-05
5,203,2.684287393929613e-05
5,204,0.0003839074273683615
5,205,0.00017285337801104311
5,206,0.0009620240466916642
5,207,0.004960845423627669
5,208,0.03140878940486411
5,209,0.0023697546815261497
5,210,0.0198444345912866
5,211,0.014099126196639777
5,212,0.00671090312536332
5,301,0.014531286901314064
5,302,0.006294203725038413
5,303,0.0001724672255690446
5,304,0.000784030654396944
5,305,0.0016997712262488938
5,306,0.011582835879287072
5,307,0.00834537497810566
5,308,0.0007243244088767137
5,309,0.0010756720662570215
5,310,0.036539382129694535
5,311,0.031040407157949073
5,312,0.03386705138034274
5,313,0.023403983709768043
5,314,0.01637133886282825
5,315,0.04096270792904013
5,316,0.00010658334437857194
5,317,0.0006981032784680974
5,318,0.024393098794939807
5,401,0.02606234344941449
5,402,0.014424453686989943
5,403,0.013969369089796523
5,404,0.006832812965096695
5,405,0.03492261685479426
5,406,0.04109043227617225
5,407,0.057861151618552285
5,408,0.028961826654086288
5,409,0.01483899882271038
5,410,0.019332881904508468
5,411,0.03892413990418422
5,412,0.0013279364443073692
5,413,0.027453057343108666
5,414,0.015047161200142505
5,501,0.021343736478325454
5,502,0.026452090711616413
5,503,0.028631708714802567
6,101,0.005061326697953013
6,102,0.021672193481525666
6,103,0.009766048968373294
6,104,0.01597464312942134
6,105,0.012233288337468957
6,106,0.04357968394821411
6,107,0.0562855871909642
6,108,0.0788066988509096
6,109,0.0024220180084048256
6,110,0.0005048839762384477
6,111,0.001874913136464572
6,112,0.005631029336085681
6,201,0.00035414897036938243
6,202,0.00013301391032344395
6,203,6.648980289258019e-05
6,204,0.0007747899581119422
6,205,0.0003760356935120106
6,206,0.0009922842369669744
6,207,0.0027328801174183576
6,208,0.01657675555159514
6,209,0.002005486442964336
6,210,0.022162071937784866
6,211,0.014145264686497544
6,212,0.005804925145622111
6,301,0.010654993240725072
6,302,0.011326893909861748
6,303,0.0001995457256816361
6,304,0.0007732848582402177
6,305,0.000883519013115975
6,306,0.014953779490371116
6,307,0.008370784075386122
6,308,0.0016557721255870072
6,309,0.001854476159523169
6,310,0.03606362428434577
6,311,0.032543469701489046
6,312,0.02200871998266129
6,313,0.019664418050989084
6,314,0.013849427984671989
6,315,0.03655737279154052
6,316,6.649005631944246e-05
6,317,0.0004193474885365152
6,318,0.02463505576293927
6,401,0.023206338733552948
6,402,0.012056168952856631
6,403,0.010710127936596016
6,404,0.005304643305965444
6,405,0.03693932240163286
6,406,0.024253111390483733
6,407,0.05530593773537147
6,408,0.02171754774410017
6,409,0.013990837626131304
6,410,0.02058222820913397
6,411,0.03432319772506277
6,412,0.0017041914719377444
6,413,0.014874778690423689
6,414,0.01918941597378059
6,501,0.035423358615444336
6,502,0.045986579782855704
6,503,0.06801477748660335
7,101,0.005684593711608443
7,102,0.022539253773166373
7,103,0.01058169650907407
7,104,0.013207827438208163
7,105,0.012706634626814352
7,106,0.04829722167880518
7,107,0.054638763565098
7,108,0.08548882741672172
7,109,0.004937112875140254
7,110,0.00011995783869019037
7,111,0.0019699680284079894
7,112,0.008307770675096457
7,201,0.00016309663140823066
7,203,3.2615655042216295e-05
7,204,0.00042406268994034043
7,205,0.00019567361387826319
7,206,0.0009426499624233682
7,207,0.003919721250918691
7,208,0.026792047683994593
7,209,0.0019466712102077044
7,210,0.019911888685567054
7,211,0.015170723362878424
7,212,0.0058119148426414744
7,301,0.011331995666318366
7,302,0.00737364879237017
7,303,0.00019576880275899413
7,304,0.0006076595717604451
7,305,0.001475821520564645
7,306,0.010937087037220003
7,307,0.0059379836770530395
7,308,0.0005457402242535714
7,309,0.0015458616895468237
7,310,0.0317831378111216
7,311,0.029818758120188006
7,312,0.037026532178829355
7,313,0.022289288288918466
7,314,0.016568531447051497
7,315,0.0397618408466032
7,316,6.523159758393027e-05
7,317,0.0008586625288757141
7,318,0.025052715046364055
7,401,0.024184949808924803
7,402,0.012522421163688952
7,403,0.011616747332405397
7,404,0.006376186559252706
7,405,0.03193365633116382
7,406,0.03515503891430553
7,407,0.05954536279712358
7,408,0.032253203988959166
7,409,0.01258858226194108
7,410,0.019910011235757568
7,411,0.03955434006787293
7,412,0.0012690476543067626
7,413,0.023045975481270357
7,414,0.015617728840288126
7,501,0.022092012015156003
7,502,0.03043571625231294
7,503,0.03493206072215695
8,101,0.004292816228736307
8,102,0.004202588414584519
8,103,0.04900022706621941
8,104,0.010344957118179718
8,105,0.0028943340174297965
8,106,0.005499176710131161
8,107,0.023263084284975265
8,108,0.0061504562820617935
8,109,0.020468329337647553
8,110,0.018851675716462967
8,111,0.031193777960362896
8,112,0.05904058384299963
8,201,0.01825242293850737
8,202,0.008997160000991383
8,203,0.014008610595822122
8,204,0.02021040142503805
8,205,0.016461615916757127
8,206,0.012646467703695484
8,207,0.0196429661503279
8,208,0.011237763334790034
8,209,0.02435981676414226
8,210,0.01040159614298307
8,211,0.0134107182004237
8,212,0.013820117689502236
8,301,0.03004481063367903
8,302,0.012224530484343337
8,303,0.023068101086255823
8,304,0.020319309880687336
8,305,0.026163303199127245
8,306,0.010540960592017605
8,307,0.018049575676899382
8,308,0.012192799933669743
8,309,0.013412560221980724
8,310,0.010216511335921094
8,311,0.023574505877772284
8,312,0.017032123401414186
8,313,0.02384473392951579
8,314,0.019798413708061176
8,315,0.017336606627829185
8,316,0.014639449390718245
8,317,0.01619524052655344
8,318,0.016538224938780148
8,401,0.0204514816081457
8,402,0.009929252254728576
8,403,0.01471127721669267
8,404,0.022447819498152725
8,405,0.009353818926420692
8,406,0.011046060935893666
8,407,0.037530609626643514
8,408,0.016331493584808503
8,409,0.014404487416532247
8,410,0.01026903991187171
8,411,0.009792798010543238
8,412,0.026879830943383337
8,413,0.013949631541347656
8,414,0.017358990412785453
8,501,0.012710032480992712
8,502,0.006542663608093213
8,503,0.002447286734966987
9,101,0.010878813700468015
9,102,0.008130535432135844
9,103,0.06110315990716115
9,104,0.009286116310204503
9,105,0.002548953829296698
9,106,0.004737264480454666
9,107,0.026684434252213354
9,108,0.008850343975976371
9,109,0.018977851855624266
9,110,0.018684797852643577
9,111,0.031236568612335435
9,112,0.05596888916203047
9,201,0.014155609720332961
9,202,0.007069164028262809
9,203,0.008837948045994679
9,204,0.018609748394509146
9,205,0.01135042476134839
9,206,0.009244378035506259
9,207,0.01710876321300676
9,208,0.01528963962485828
9,209,0.023759825050793583
9,210,0.011656510027265149
9,211,0.016704008530101667
9,212,0.01737285256356395
9,301,0.019695524218331935
9,302,0.014712027227157455
9,303,0.018662112423547494
9,304,0.014645322771466893
9,305,0.02213319187050001
9,306,0.009179255525132633
9,307,0.016625595137544663
9,308,0.01318431901849912
9,309,0.01600813074746472
9,310,0.010427806861090756
9,311,0.0238023296413632
9,312,0.01958880268520558
9,313,0.017913190178875993
9,314,0.020348454886572137
9,315,0.01622183595877558
9,316,0.010432333071676347
9,317,0.024450362293589867
9,318,0.021605575833562183
9,401,0.016711412314512945
9,402,0.011403148242517078
9,403,0.019341082304016856
9,404,0.02451508393752467
9,405,0.007682947936452359
9,406,0.011742556751747566
9,407,0.043772709437454274
9,408,0.018541083688965516
9,409,0.010706275918525304
9,410,0.009186627981847845
9,411,0.010233059718675419
9,412,0.02828763258608655
9,413,0.018651238908682345
9,414,0.01385916831946241
9,501,0.008801602302632055
9,502,0.006497798649015173
9,503,0.002183799285436967
10,101,0.0049073605002191
10,102,0.0057878874447654235
10,103,0.05460195191198669
10,104,0.011674149338167412
10,105,0.003729845128676306
10,106,0.005033378507566394
10,107,0.019988193676663157
10,108,0.006908007083729068
10,109,0.0162002538727135
10,110,0.019751667210381123
10,111,0.025654819398370582
10,112,0.05628468027796652
10,201,0.01469988841682855
10,202,0.007081064179474505
10,203,0.012111530850735339
10,204,0.024422370217761603
10,205,0.013985680375698688
10,206,0.010261082719949813
10,207,0.01679401527185319
10,208,0.01322375888662057
10,209,0.021964716700103092
10,210,0.008130161512370537
10,211,0.019871136329672013
10,212,0.020067699072859935
10,301,0.019304882442299803
10,302,0.013957889823428224
10,303,0.01899306329129413
10,304,0.01972019875585088
10,305,0.025651847953982815
10,306,0.010648055947100965
10,307,0.013607351852100779
10,308,0.009513569223395453
10,309,0.011883106108212887
10,310,0.009714343852009723
10,311,0.03504360113855949
10,312,0.02177699050815449
10,313,0.0240706578465773
10,314,0.020232316661092493
10,315,0.022859157968393603
10,316,0.012989842872756268
10,317,0.014393549682523429
10,318,0.016521520367414617
10,401,0.015551093662395965
10,402,0.010963184968551204
10,403,0.01682020316728803
10,404,0.027377692655924837
10,405,0.00874059803160629
10,406,0.010974516742769537
10,407,0.040876594082257
10,408,0.01540681288999586
10,409,0.01364687070020756
10,410,0.01106042949222404
10,411,0.012201944374869555
10,412,0.024203603524126684
10,413,0.01309116538933791
10,414,0.022945641721565786
10,501,0.013151996338908624
10,502,0.007053504137488225
10,503,0.0019169029402024839
11,101,0.013049992103552925
11,102,0.009836868969551212
11,103,0.07424393833880058
11,104,0.009588350012769946
11,105,0.00423359868506818
11,106,0.006459989634559096
11,107,0.019848176106883185
11,108,0.008764133355469198
11,109,0.01348302862503096
11,110,0.016335809213303767
11,111,0.028098991464277797
11,112,0.0540175804762625
11,201,0.010723693782342225
11,202,0.005627370366131983
11,203,0.007319440470857225
11,204,0.015971168768449312
11,205,0.009019418394901758
11,206,0.007819215199839035
11,207,0.016286537547734795
11,208,0.013726905665246035
11,209,0.01737815731957443
11,210,0.00793996542572775
11,211,0.019265314071929555
11,212,0.015840260543187056
11,301,0.018877842231471532
11,302,0.013073004142837642
11,303,0.014584597069441645
11,304,0.014826835833069861
11,305,0.023198941916094496
11,306,0.006839300638190032
11,307,0.01978274680870015
11,308,0.009821346211400055
11,309,0.011296910133351374
11,310,0.015046785221999162
11,311,0.034865913022270004
11,312,0.02547984447092679
11,313,0.025061169263866454
11,314,0.021006871218066825
11,315,0.023502850886610083
11,316,0.00806218548517746
11,317,0.017473833602099233
11,318,0.01724550593668915
11,401,0.015170692766424658
11,402,0.01048753423343568
11,403,0.01895137408337219
11,404,0.026847276803755503
11,405,0.007698781164527912
11,406,0.014896367437271137
11,407,0.052053958167484794
11,408,0.020103486884271188
11,409,0.012629630436541183
11,410,0.009236123447966602
11,411,0.012475935564426856
11,412,0.023897011226886297
11,413,0.013498932021877132
11,414,0.018556416853972364
11,501,0.010322038314400327
11,502,0.0057515625490098515
11,503,0.002498489410663855
12,101,0.0019370127148851818
12,102,0.002527955061963201
12,103,0.011360918276697064
12,104,0.010598540580453827
12,105,0.0037556770703247554
12,106,0.005202415841897478
12,107,0.010516135840140075
12,108,0.009335265377599879
12,109,0.0018974453941149251
12,110,0.0005243464587888928
12,111,0.0031002442368383036
12,112,0.009308710015120635
12,201,0.00048216782897842554
12,202,0.000242495282503472
12,203,0.0005220669218624847
12,204,0.0018156752984669427
12,205,0.0018918330526374548
12,206,0.002133403577936319
12,207,0.005267744215365003
12,208,0.010068232036082383
12,209,0.0019763288584104246
12,210,0.010391100792823653
12,211,0.014644917753414075
12,212,0.0031823194635631365
12,301,0.017233412921434068
12,302,0.004956144965416479
12,303,0.00048505099458007623
12,304,0.002289604413000107
12,305,0.03304918895991356
12,306,0.004393037068813196
12,307,0.009579010398159362
12,308,0.0007243393459766666
12,309,0.004920030913359463
12,310,0.030111403889527162
12,311,0.09242895178016386
12,312,0.059414759710607945
12,313,0.19039777370533179
12,314,0.054885025007819145
12,315,0.1052895424010653
12,316,0.000524466914095344
12,317,0.0008857210407645002
12,318,0.012495821064011868
12,401,0.016824674749838377
12,402,0.0057965313486260895
12,403,0.009187879229314553
12,404,0.0076917324110989905
12,405,0.01801251696634841
12,406,0.04424997902236084
12,407,0.019120060522653855
12,408,0.01943476911723951
12,409,0.011202395857267877
12,410,0.004309420775553362
12,411,0.0052392829303309725
12,412,0.002052096461073237
12,413,0.0017735976726440512
12,414,0.037707899623679764
12,501,0.013804670343007894
12,502,0.022601868663242087
12,503,0.014244386860812319
13,101,0.002725906432980692
13,102,0.004539261248522267
13,103,0.012144966237659458
13,104,0.0059709117474581914
13,105,0.0038253828625702995
13,106,0.008122104468403649
13,107,0.014857419635571275
13,108,0.018947627275549266
13,109,0.0019943540632533572
13,110,0.0004893172345705928
13,111,0.0037725071229872
13,112,0.012270129497040268
13,201,0.000579602499355156
13,202,0.000163881884420784
13,203,0.00016463754297247444
13,204,0.000997485282220239
13,205,0.0004617846032401009
13,206,0.0022768142540121653
13,207,0.007217960948385899
13,208,0.03337051622411416
13,209,0.0024190213079090923
13,210,0.014223734041000743
13,211,0.01926698023439982
13,212,0.005229548643838983
13,301,0.024689914650208537
13,302,0.005590128575042595
13,303,0.0007556707101331885
13,304,0.0015895170686186675
13,305,0.018634968604585633
13,306,0.005112537626181411
13,307,0.009889886310870226
13,308,0.0005808696339855927
13,309,0.002513221107917354
13,310,0.030499321401749144
13,311,0.08560493636717346
13,312,0.0755084487463369
13,313,0.13583051605781804
13,314,0.054149495710393146
13,315,0.08287871534943637
13,316,0.0002529164354905827
13,317,0.0014539190240413576
13,318,0.015591985585742377
13,401,0.020372587109954814
13,402,0.010028837919867296
13,403,0.010956145973292005
13,404,0.007925979263744259
13,405,0.01942064717566657
13,406,0.037908029126971644
13,407,0.02813082834330226
13,408,0.01878852340423428
13,409,0.009682559836109545
13,410,0.006489719347218879
13,411,0.01009855330750139
13,412,0.0020946021695391263
13,413,0.006937468706717456
13,414,0.029599376335932102
13,501,0.012772828562928929
13,502,0.027189865095783798
13,503,0.014444624063074868
14,101,0.00328585368431524
14,102,0.00742414620245633
14,103,0.011122137304352098
14,104,0.014360824320878702
14,105,0.005948338962277652
14,106,0.006898076554121633
14,107,0.013566757801245239
14,108,0.012536426633683343
14,109,0.0008195042079807659
14,110,0.0011479145976909298
14,111,0.003730492220875247
14,112,0.010125620400299563
14,201,0.0005090174853448681
14,202,0.00019036909322319047
14,203,0.0003806398965713045
14,204,0.0018945975768923599
14,205,0.0005054614561707465
14,206,0.0015024366403427573
14,207,0.0044680071244022936
14,208,0.01092986936964584
14,209,0.002717720193113909
14,210,0.007400676395491498
14,211,0.011935984946934446
14,212,0.0057580251637735945
14,301,0.01740203140832914
14,302,0.006020230229498457
14,303,0.0006328996742382268
14,304,0.0010757196736704542
14,305,0.033531951994974926
14,306,0.0038520849441447034
14,307,0.008399074997169482
14,308,0.0010704992627410487
14,309,0.00316524796582733
14,310,0.024537568671455276
14,311,0.07618202023416078
14,312,0.05358469129412167
14,313,0.17796073262391066
14,314,0.053602752354558726
14,315,0.11088379812554952
14,316,0.0007612831901925577
14,317,0.0008818828674068621
14,318,0.013085859119215296
14,401,0.019099896835465587
14,402,0.004621415072795636
14,403,0.006873570962272652
14,404,0.014177770390510772
14,405,0.015446018039348268
14,406,0.051298320252349594
14,407,0.017124186047371297
14,408,0.02582204842194536
14,409,0.010670335930092251
14,410,0.002913110464083
14,411,0.005826021527341149
14,412,0.0035313451665390477
14,413,0.0019571898212418634
14,414,0.04930811459963713
14,501,0.014218099872444365
14,502,0.01886038901781673
14,503,0.012462940715496643
15,101,0.003497450337331275
15,102,0.00424022735731521
15,103,0.010591029415575659
15,104,0.00695918580491518
15,105,0.005261693119119228
15,106,0.006844454223889205
15,107,0.012934664373741184
15,108,0.012600481699689345
15,109,0.0010673911234620147
15,110,0.0002995540868151885
15,111,0.0032272814611622445
15,112,0.009312805581232288
15,201,9.756321319237117e-05
15,202,0.00019966374079601198
15,203,0.0002648305977439181
15,204,0.0012024909819208535
15,205,0.0004335001406630455
15,206,0.0014005097521210654
15,207,0.005205187517373043
15,208,0.018712380800800187
15,209,0.0017920260101933622
15,210,0.010179775829125144
15,211,0.01807174429218284
15,212,0.005145908284370481
15,301,0.023307884366807644
15,302,0.0041252575478590665
15,303,0.00023204145210772913
15,304,0.0006987217321232559
15,305,0.027995223002960458
15,306,0.003701852263081686
15,307,0.007840064674452257
15,308,0.0003669309236008837
15,309,0.0040577452918807875
15,310,0.025056035525072507
15,311,0.09527692500667957
15,312,0.0801833916796022
15,313,0.17980291349075023
15,314,0.05674229097106807
15,315,0.09182974942614815
15,316,0.00019961312690879867
15,317,0.0017619224823088155
15,318,0.014298996937065718
15,401,0.0175870121665039
15,402,0.0065928536476492355
15,403,0.00883606491840131
15,404,0.008293856865288461
15,405,0.013149273626714987
15,406,0.040238814918582576
15,407,0.02291182175657777
15,408,0.018043173919420615
15,409,0.011693808566090777
15,410,0.002996293200412293
15,411,0.0077979229140500515
15,412,0.003985686026135759
15,413,0.003198304575872278
15,414,0.036857531709800044
15,501,0.010790195220707932
15,502,0.018709877677374122
15,503,0.011298148645209569
