"","group_1","group_2","group_3","group_4","total","CBCD","bucket"
"count",0.0200181433323254,0.519806471121863,0.449047475052918,0.0111279104928939,16535,"407,210,403,207,111,310,205,312,110,502,317,307,401,107,413,414,318,409,412,209,305,112,313,311,103,314,204,315,309,308,109,212,301,402,404,306,206,304,106,201,501,211,410,302,104,108,408,208,101,316,503,202,303,405,203,411,102,406,105","0001"
